text,label
message from . i am at truro hospital on ext. you can phone me here. as i have a phone by my side,0
call from PHONE - tells u 2 call PHONE to claim å£5000 prize. u have 2 enter all ur mobile & personal details @ the prompts. careful!,1
"aight, i'll hit you up when i get some cash",0
can you talk with me..,0
hi dear we saw dear. we both are happy. where you my battery is low,0
"well the weather in cali's great. but its complexities are great. you need a car to move freely, its taxes are outrageous. but all in all its a great place. the sad part is i missing home.",0
the monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0
how come?,0
do you want a new video handset? 750 anytime any network mins? half price line rental? camcorder? reply or call PHONE for delivery tomorrow,1
"night sweet, sleep well! i've just been to see the exorcism of emily rose and may never sleep again! hugs and snogs!",0
k.k:)apo k.good movie.,0
who were those people ? were you in a tour ? i thought you were doing that sofa thing you sent me ? your curious sugar,0
i am on the way to ur home,0
"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to PHONE (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1
were somewhere on fredericksburg,0
every monday..nxt week vl be completing..,0
my ex-wife was not able to have kids. do you want kids one day?,0
yup... ok i go home look at the timings then i msg ì_ again... xuhui going to learn on 2nd may too but her lesson is at 8am,0
okay lor... will they still let us go a not ah? coz they will not know until later. we drop our cards into the box right?,0
oic cos me n my sis got no lunch today my dad went out... so dunno whether 2 eat in sch or wat...,0
whatsup there. dont u want to sleep,0
thats cool! i am a gentleman and will treat you with dignity and respect.,0
"(no promises on when though, haven't even gotten dinner yet)",0
when did you get to the library,0
"\im on gloucesterroad what are uup to later?\""""",0
they have a thread on the wishlist section of the forums where ppl post nitro requests. start from the last page and collect from the bottom up.,0
"wiskey brandy rum gin beer vodka scotch shampain wine \kudi\""yarasu dhina vaazhthukkal. ..""",0
"k, if u bored up just come to my home..",0
y so late but i need to go n get da laptop...,0
apart from the one i told you about yesterday?,0
"buzz! hey, my love ! i think of you and hope your day goes well. did you sleep in ? i miss you babe. i long for the moment we are together again*loving smile*",0
where you. what happen,0
"carlos is down but i have to pick it up from him, so i'll swing by usf in a little bit",0
how much is torch in 9ja.,0
well that must be a pain to catch,0
this message is brought to you by gmw ltd. and is not connected to the,1
idea will soon get converted to live:),0
now only i reached home. . . i am very tired now. . i will come tomorro,0
k:)k:)what are detail you want to transfer?acc no enough?,0
"please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody.",0
alex knows a guy who sells mids but he's down in south tampa and i don't think i could set it up before like 8,0
so gd got free ice cream... i oso wan...,0
hey gals...u all wanna meet 4 dinner at nìâte?,0
how much i gave to you. morning.,0
ok both our days. so what are you making for dinner tonite? am i invited?,0
check with nuerologist.,0
she told to hr that he want posting in chennai:)because i'm working here:),0
super da:)good replacement for murali,0
pls help me tell ashley that i cant find her number oh,0
can you just come in for a sec? there's somebody here i want you to see,0
you'll never believe this but i have actually got off at taunton. wow,0
i surely dont forgot to come:)i will always be in touch in with you:-),0
"haha good to hear, i'm officially paid and on the market for an 8th",0
ok. how many should i buy.,0
stop knowing me so well!,0
ringtoneking PHONE,1
i want &lt;#&gt; rs da:)do you have it?,0
it should take about &lt;#&gt; min,0
sweet heart how are you?,0
"sweetheart, hope you are not having that kind of day! have one with loads of reasons to smile. biola",0
"well the general price is &lt;#&gt; /oz, let me know if/when/how much you want",0
oh sorry please its over,0
good morning princess! happy new year!,0
so what do you guys do.,0
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,1
lol! nah wasn't too bad thanks. its good to b home but its been quite a reality check. hows ur day been? did u do anything with website?,0
"1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!",1
i know that my friend already told that.,0
"reminder from o2: to get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",1
for real when u getting on yo? i only need 2 more tickets and one more jacket and i'm done. i already used all my multis.,0
ìï predict wat time ì_'ll finish buying?,0
i wont do anything de.,0
wherre's my boytoy ? :-(,0
many times we lose our best ones bcoz we are,0
also that chat was awesome but don't make it regular unless you can see her in person,0
still at west coast... haiz... ìï'll take forever to come back...,0
yeah just open chat and click friend lists. then make the list. easy as pie,0
just woke up. yeesh its late. but i didn't fall asleep til &lt;#&gt; am :/,0
i see the letter b on my car,0
lol ... i knew that .... i saw him in the dollar store,0
ok i juz receive..,0
yay! you better not have told that to 5 other girls either.,0
yes.i'm in office da:),0
"\what are youdoing later? sar xxx\""""",0
should i buy him a blackberry bold 2 or torch. should i buy him new or used. let me know. plus are you saying i should buy the &lt;#&gt; g wifi ipad. and what are you saying about the about the &lt;#&gt; g?,0
havent still waitin as usual... ìï come back sch oredi?,0
wat happened to the cruise thing,0
mark works tomorrow. he gets out at 5. his work is by your house so he can meet u afterwards.,0
"i'm not coming over, do whatever you want",0
well done england! get the official poly ringtone or colour flag on yer mobile! text tone or flag to PHONE now! opt-out txt eng stop. box39822 w111wx å£1.50,1
you unbelievable faglord,0
but i haf enuff space got like 4 mb...,0
no. i dont want to hear anything,0
will be office around 4 pm. now i am going hospital.,0
"k, makes sense, btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas",0
how long does it take to get it.,0
then its most likely called mittelschmertz. google it. if you dont have paracetamol dont worry it will go.,0
havent stuck at orchard in my dad's car. going 4 dinner now. u leh? so r they free tonight?,0
two teams waiting for some players,0
haha... hope ì_ can hear the receipt sound... gd luck!,0
why you dint come with us.,0
can ì_ call me at 10:10 to make sure dat i've woken up...,0
do you like shaking your booty on the dance floor?,0
sorry me going home first... daddy come fetch ì_ later...,0
i forgot 2 ask ì_ all smth.. there's a card on da present lei... how? ìï all want 2 write smth or sign on it?,0
see the forwarding message for proof,0
wot u wanna do then missy?,0
i have a sore throat. it's scratches when i talk,0
"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line PHONE. pobox45w2tg150p",1
thanks for being there for me just to talk to on saturday. you are very dear to me. i cherish having you as a brother and role model.,0
ur hmv quiz cash-balance is currently å£500 - to maximize ur cash-in now send hmv1 to PHONE only 150p/msg,1
"me also da, i feel yesterday night wait til 2day night dear.",0
nvm take ur time.,0
can not use foreign stamps in this country.,0
you are awarded a sipix digital camera! call PHONE from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p på£3.99,1
"free2day sexy st george's day pic of jordan!txt pic to PHONE dont miss out, then every wk a saucy celeb!4 more pics c pocketbabe.co.uk PHONE å£3/wk",1
surly ill give it to you:-) while coming to review.,0
are u coming to the funeral home,0
boo. how's things? i'm back at home and a little bored already :-(,0
what time you coming down later?,0
ok. me watching tv too.,0
\keep ur problems in ur heart,0
"just checked out, heading out to drop off my stuff now",0
in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for. gudni8,0
yes when is the appt again?,0
also track down any lighters you can find,0
so what did the bank say about the money?,0
i'm in inside office..still filling forms.don know when they leave me.,0
dad went out oredi...,0
i will be gentle princess! we will make sweet gentle love...,0
any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. not cool at all. please do not contact me again or i will report you to your supervisor.,0
u PHONE have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on PHONE,1
"my painful personal thought- \i always try to keep everybody happy all the time. but nobody recognises me when i am alone\""""",0
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to PHONE only 150p/msg. cc: PHONE hg/suite342/2lands row/w1j6hl,1
"yep, the great loxahatchee xmas tree burning of &lt;#&gt; starts in an hour",0
maybe you should find something else to do instead???,0
"k, i'll work something out",0
"this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call PHONE now! only 10p per min. bt-national-rate",1
"the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired?",0
"goodmorning, today i am late for 1hr.",0
we walked from my moms. right on stagwood pass right on winterstone left on victors hill. address is &lt;#&gt;,0
i wan but too early lei... me outside now wun b home so early... neva mind then...,0
wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
hi da:)how is the todays class?,0
sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to PHONE. å£1.50 sp:tyrone,1
we r outside already.,0
dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just &lt;#&gt; bucks,0
yes but i don't care cause i know its there!,0
lol grr my mom is taking forever with my prescription. pharmacy is like 2 minutes away. ugh.,0
get down in gandhipuram and walk to cross cut road. right side &lt;#&gt; street road and turn at first right.,0
went fast asleep dear.take care.,0
i wish u were here. i feel so alone,0
purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu,0
no i'm in the same boat. still here at my moms. check me out on yo. i'm half naked.,0
hows that watch resizing,0
"did i forget to tell you ? i want you , i need you, i crave you ... but most of all ... i love you my sweet arabian steed ... mmmmmm ... yummy",0
soon you will have the real thing princess! do i make you wet? :),0
"i'm not sure, i was just checking out what was happening around the area",0
still i have not checked it da. . .,0
nice.nice.how is it working?,0
"text me when you get off, don't call, my phones having problems",0
"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago",0
if he started searching he will get job in few days.he have great potential and talent.,0
if you mean the website. yes.,0
"sorry da thangam, very very sorry i am held up with prasad.",0
that sucks. so what do you got planned for your yo valentine? i am your yo valentine aren't i?,0
must come later.. i normally bathe him in da afternoon mah..,0
i am going to film 2day da. at 6pm. sorry da.,0
hello! how's you and how did saturday go? i was just texting to see if you'd decided to do anything tomo. not that i'm trying to invite myself or anything!,0
you are chosen to receive a å£350 award! pls call claim number PHONE to collect your award which you are selected to receive as a valued mobile customer.,1
y de asking like this.,0
its posible dnt live in &lt;#&gt; century cm frwd n thnk different,0
how much u trying to get?,0
you call times job today ok umma and ask them to speed up,0
"alright, we're all set here, text the man",0
thank you princess! i want to see your nice juicy booty...,0
enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only help? call: PHONE,1
"sorry, it's a lot of friend-of-a-friend stuff, i'm just now about to talk to the actual guy who wants to buy",0
take care n get well soon,0
"sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0
hey. you got any mail?,0
its like that hotel dusk game i think. you solve puzzles in a area thing,0
can. dunno wat to get 4 her...,0
thankyou so much for the call. i appreciate your care.,0
i'm fine. hope you are also,0
nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0
"i'll see, but prolly yeah",0
hi darlin its kate are u up for doin somethin tonight? im going to a pub called the swan or something with my parents for one drink so phone me if u can,0
send me your resume:-),0
"ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0
hey u still at the gym?,0
"its ok chikku, and its my 1 of favourite song..:-)",0
"dunno, my dad said he coming home 2 bring us out 4 lunch. yup i go w u lor. i call u when i reach school lor...",0
"good afternoon, babe. how goes that day ? any job prospects yet ? i miss you, my love ... *sighs* ... :-(",0
"yup, no need. i'll jus wait 4 e rain 2 stop.",0
"well, i'm gonna finish my bath now. have a good...fine night.",0
"haha... where got so fast lose weight, thk muz go 4 a month den got effect... gee,later we go aust put bk e weight.",0
ok lor.,0
how is your schedule next week? i am out of town this weekend.,0
can... i'm free...,0
ps u no ur a grown up now right?,0
hi. || do u want | to join me with sts later? || meeting them at five. || call u after class.,0
"fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0
"how long before you get reply, just defer admission til next semester",0
ugh fuck it i'm resubbing to eve,0
just seeing your missed call my dear brother. do have a gr8 day.,0
"\getting tickets 4 walsall tue 6 th march. my mate is getting me them on sat. ill pay my treat. want 2 go. txt bak .terry\""""",0
gud mrng dear have a nice day,0
you busy or can i come by at some point and figure out what we're doing tomorrow,0
"time n smile r the two crucial things in our life. sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0
ok k..sry i knw 2 siva..tats y i askd..,0
dont you have message offer,0
wow! the boys r back. take that 2007 uk tour. win vip tickets & pre-book with vip club. txt club to PHONE. trackmarque ltd info@vipclub4u.,1
"u need my presnts always bcz u cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'that mns prabha is'love' got it. dont mis me....""",0
let there be snow. let there be snow. this kind of weather brings ppl together so friendships can grow.,0
hey hun-onbus goin 2 meet him. he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus home!but hes sweet latelyxxx,0
captain vijaykanth is doing comedy in captain tv..he is drunken :),0
"go until jurong point, crazy.. available only in bugis n great world la e buffet... cine there got amore wat...",0
hope ur head doesn't hurt 2 much ! am ploughing my way through a pile of ironing ! staying in with a chinky tonight come round if you like.,0
doesn't g have class early tomorrow and thus shouldn't be trying to smoke at &lt;#&gt;,0
"do whatever you want. you know what the rules are. we had a talk earlier this week about what had to start happening, you showing responsibility. yet, every week it's can i bend the rule this way? what about that way? do whatever. i'm tired of having thia same argument with you every week. and a &lt;#&gt; movie doesnt inlude the previews. you're still getting in after 1.",0
"not sure yet, still trying to get a hold of him",0
i have to take exam with in march 3,0
you intrepid duo you! have a great time and see you both soon.,0
i wonder if you'll get this text?,0
aiyar hard 2 type. u later free then tell me then i call n scold n tell u.,0
you have registered sinco as payee. log in at icicibank.com and enter urn &lt;#&gt; to confirm. beware of frauds. do not share or disclose urn to anyone.,0
"cool, text me when you're parked",0
back 2 work 2morro half term over! can u c me 2nite 4 some sexy passion b4 i have 2 go back? chat now PHONE luv dena calls å£1/minmobsmorelkpobox177hp51fl,1
can you say what happen,0
whens your radio show?,0
"i've got ten bucks, jay is being noncomittal",0
yeah so basically any time next week you can get away from your mom &amp; get up before 3,0
esplanade lor. where else...,0
"i'm eatin now lor, but goin back to work soon... e mountain deer show huh... i watch b4 liao, very nice...",0
"god asked, \what is forgiveness?\"" a little child gave lovely reply",0
"evry emotion dsn't hav words.evry wish dsn't hav prayrs.. if u smile,d world is wit u.othrwise even d drop of tear dsn't lik 2 stay wit u.so b happy.. good morning, keep smiling:-)",0
"sorry, i can't text &amp; drive coherently, see you in twenty",0
i will spoil you in bed as well :),0
we took hooch for a walk toaday and i fell over! splat! grazed my knees and everything! should have stayed at home! see you tomorrow!,0
oh is it! which brand?,0
please call PHONE immediately as there is an urgent message waiting for you,1
8007 25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys :zed PHONE profit 2 charity,1
old orchard near univ. how about you?,0
where do you need to go to get it?,0
my birthday is on feb &lt;#&gt; da. .,0
lord of the rings:return of the king in store now!reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate. reply stop to end txts,1
i not at home now lei...,0
"loan for any purpose å£500 - å£75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 PHONE or text back 'help'",1
i know but you need to get hotel now. i just got my invitation but i had to apologise. cali is to sweet for me to come to some english bloke's weddin,0
"new tones this week include: 1)mcfly-all ab.., 2) sara jorge-shock.. 3) will smith-switch.. to order follow instructions on next message",1
reminder: you have not downloaded the content you have already paid for. goto URL mymoby. tv/ to collect your content.,1
you could have seen me..i did't recognise you face.:),0
"oh, my love, it's soooo good to hear from you. omg i missed you so much today. i'm sorry your having problems with the provider but thank you for tming me",0
hi petey!noiåõm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0
"abeg, make profit. but its a start. are you using it to get sponsors for the next event?",0
my phone,0
yeah my usual guy's out of town but there're definitely people around i know,0
thanks for picking up the trash.,0
i accidentally brought em home in the box,0
ok....take care.umma to you too...,0
i.ll post her out l8r. in class,0
u still painting ur wall?,0
who's there say hi to our drugdealer,0
free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts. call mobileupd8 PHONE or call2optout/674&,1
i dont thnk its a wrong calling between us,0
god's love has no limit. god's grace has no measure. god's power has no boundaries. may u have god's endless blessings always in ur life...!! gud ni8,0
no problem. how are you doing?,0
how are you babes. hope your doing ok. i had a shit nights sleep. i fell asleep at 5.iåõm knackered and iåõm dreading work tonight. what are thou upto tonight. x,0
que pases un buen tiempo or something like that,0
"you are sweet as well, princess. please tell me your likes and dislikes in bed...",0
but we havent got da topic yet rite?,0
why de. you looking good only:-)..,0
here got lots of hair dresser fr china.,0
mom wants to know where you at,0
"y cant u try new invention to fly..i'm not joking.,",0
babe: u want me dont u baby! im nasty and have a thing 4 filthyguys. fancy a rude time with a sexy bitch. how about we go slo n hard! txt xxx slo(4msgs),1
hi kindly give us back our documents which we submitted for loan from stapati,0
i taught that ranjith sir called me. so only i sms like that. becaus hes verifying about project. prabu told today so only pa dont mistake me..,0
customer loyalty offer:the new nokia6650 mobile from only å£10 at txtauction! txt word: start to no: PHONE & get yours now! 4t&ctxt tc 150p/mtmsg,1
we are pleased to inform that your application for airtel broadband is processed successfully. your installation will happen within 3 days.,0
shall i send that exe to your mail id.,0
yar lor actually we quite fast... cos da ge slow wat... haha...,0
no. but we'll do medical missions to nigeria,0
"the gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0
can u look 4 me in da lib i got stuff havent finish yet.,0
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to PHONE get txting and tell ur mates. zed pobox PHONE w45wq norm150p/tone 16+,1
call me when u're done...,0
i'm working technical support :)voice process.,0
ding me on ya break fassyole! blacko from londn,0
reason is if the team budget is available at last they buy the unsold players for at base rate..,0
"hey. what happened? u switch off ur cell d whole day. this isnt good. now if u do care, give me a call tomorrow.",0
you have been specially selected to receive a 2000 pound award! call PHONE before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,1
but i'm on a diet. and i ate 1 too many slices of pizza yesterday. ugh i'm always on a diet.,0
wat time do u wan 2 meet me later?,0
"she is our sister.. she belongs 2 our family.. she is d hope of tomorrow.. pray 4 her,who was fated 4 d shoranur train incident. lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. pls join in dis chain &amp; pass it. stop violence against women.",0
"dude. what's up. how teresa. hope you have been okay. when i didnt hear from these people, i called them and they had received the package since dec &lt;#&gt; . just thot you'ld like to know. do have a fantastic year and all the best with your reading. plus if you can really really bam first aid for usmle, then your work is done.",0
draw va?i dont think so:),0
how will i creep on you now? ;_;,0
hi. hope you had a good day. have a better night.,0
k..k:)where are you?how did you performed?,0
its ok..come to my home it vl nice to meet and v can chat..,0
lol u still feeling sick?,0
your 2004 account for 07xxxxxxxxx shows 786 unredeemed points. to claim call PHONE identifier code: xxxxx expires 26.03.05,1
"i've not called you in a while. this is hoping it was l8r malaria and that you know that we miss you guys. i miss bani big, so pls give her my love especially. have a great day.",0
i want to send something that can sell fast. &lt;#&gt; k is not easy money.,0
i will treasure every moment we spend together...,0
do you know where my lab goggles went,0
ok. c u then.,0
going to join tomorrow.,0
its a great day. do have yourself a beautiful one.,0
mm feeling sleepy. today itself i shall get that dear,0
"hiya , have u been paying money into my account? if so, thanks. got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0
xmas iscoming & ur awarded either å£500 cd gift vouchers & free entry 2 r å£100 weekly draw txt music to PHONE tnc URL1win150ppmx3age16subscription,1
todays voda numbers ending with 7634 are selected to receive a å£350 reward. if you have a match please call PHONE quoting claim code 7684 standard rates apply.,1
lara said she can loan me &lt;#&gt; .,0
urgent! your mobile number has been awarded with a å£2000 prize guaranteed. call PHONE from land line. claim 3030. valid 12hrs only,1
"see you then, we're all christmassy here!",0
your next amazing xxx picsfree1 video will be sent to you enjoy! if one vid is not enough for 2day text back the keyword picsfree1 to get the next video.,1
get ready for &lt;#&gt; inches of pleasure...,0
"wa, ur openin sentence very formal... anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...haha... so anythin special happened?",0
good. no swimsuit allowed :),0
7 at esplanade.. do ì_ mind giving me a lift cos i got no car today..,0
is xy in ur car when u picking me up?,0
"hot live fantasies call now PHONE just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870..k",1
did u find out what time the bus is at coz i need to sort some stuff out.,0
no. it's not pride. i'm almost &lt;#&gt; years old and shouldn't be takin money from my kid. you're not supposed to have to deal with this stuff. this is grownup stuff--why i don't tell you.,0
mm so you asked me not to call radio,0
*deep sigh* ... i miss you :-( ... i am really surprised you haven't gone to the net cafe yet to get to me ... don't you miss me?,0
k...k:)why cant you come here and search job:),0
he says hi and to get your ass back to south tampa (preferably at a kegger),0
haha... dont be angry with yourself... take it as a practice for the real thing. =),0
meet you in corporation st outside gap û_ you can see how my mind is working!,0
you have won a guaranteed å£1000 cash or a å£2000 prize. to claim yr prize call our customer service representative on PHONE between 10am-7pm,1
"you have been specially selected to receive a \3000 award! call PHONE before the lines close. cost 10ppm. 16+. t&cs apply. ag promo""",1
only if you promise your getting out as soon as you can. and you'll text me in the morning to let me know you made it in ok.,0
"do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1
piss is talking is someone that realise u that point this at is it.(now read it backwards),0
how are u? i have missed u! i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college! sad isnt it?xx,0
"you have been selected to stay in 1 of 250 top british hotels - for nothing! holiday worth å£350! to claim, call london PHONE. bx 526, sw73ss",1
check wid corect speling i.e. sarcasm,0
ok no problem... yup i'm going to sch at 4 if i rem correctly...,0
if you're thinking of lifting me one then no.,0
may i call you later pls,0
thank you. do you generally date the brothas?,0
2p per min to call germany PHONE from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,1
"wow. you're right! i didn't mean to do that. i guess once i gave up on boston men and changed my search location to nyc, something changed. cuz on my signin page it still says boston.",0
so how are you really. what are you up to. how's the masters. and so on.,0
"awesome, i remember the last time we got somebody high for the first time with diesel :v",0
yes fine,0
great. hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,0
i think it's all still in my car,0
glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0
and also i've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0
i think asking for a gym is the excuse for lazy people. i jog.,0
it shall be fine. i have avalarr now. will hollalater,0
go where n buy? juz buy when we get there lar.,0
pls confirm the time to collect the cheque.,0
i have had two more letters from . i will copy them for you cos one has a message for you. speak soon,0
"he has lots of used ones babe, but the model doesn't help. youi have to bring it over and he'll match it up",0
leave it wif me lar... ìï wan to carry meh so heavy... is da num PHONE familiar to ì_?,0
"i hav almost reached. call, i m unable to connect u.",0
"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available",1
surely result will offer:),0
so now my dad is gonna call after he gets out of work and ask all these crazy questions.,0
rats. hey did u ever vote for the next themes?,0
she's fine. good to hear from you. how are you my dear? happy new year oh.,0
"er, hello, things didnû÷t quite go to plan ûò is limping slowly home followed by aa and with exhaust hanging off",0
xmas prize draws! we are trying to contact u. todays draw shows that you have won a å£2000 prize guaranteed. call PHONE from land line. valid 12hrs only,1
"hey ! i want you ! i crave you ! i miss you ! i need you ! i love you, ahmad saeed al hallaq ...",0
"congrats! 2 mobile 3g videophones r yours. call PHONE now! videochat wid your mates, play java games, dload polyph music, noline rentl.",1
burger king - wanna play footy at a top stadium? get 2 burger king before 1st sept and go large or super with coca-cola and walk out a winner,1
if india win or level series means this is record:),0
how are you. just checking up on you,0
or just do that 6times,0
today i'm not workin but not free oso... gee... thgt u workin at ur fren's shop ?,0
gsoh? good with spam the ladies?u could b a male gigolo? 2 join the uk's fastest growing mens club reply oncall. mjzgroup. PHONE.2stop reply stop. msg@å£1.50rcvd,1
i walked an hour 2 c u! doesnåõt that show i care y wont u believe im serious?,0
that's y we haf to combine n c how lor...,0
no. i meant the calculation is the same. that &lt;#&gt; units at &lt;#&gt; . this school is really expensive. have you started practicing your accent. because its important. and have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,0
here got ur favorite oyster... n got my favorite sashimi... ok lar i dun say already... wait ur stomach start rumbling...,0
"ok omw now, you at castor?",0
really? i crashed out cuddled on my sofa.,0
i'm leaving my house now.,0
mum ask ì_ to buy food home...,0
PHONE from PHONE lost 3pound help,1
then get some cash together and i'll text jason,0
please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed å£1000 cash or å£5000 prize!,1
"sorry, i'll call later in meeting",0
why did i wake up on my own &gt;:(,0
me n him so funny...,0
"urgent! call PHONE from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",1
dont worry. i guess he's busy.,0
"good afternoon, my love ... how goes your day ? how did you sleep ? i hope your well, my boytoy ... i think of you ...",0
mobile club: choose any of the top quality items for your mobile. 7cfca1a,1
if u sending her home first it's ok lor. i'm not ready yet.,0
"edison has rightly said, \a fool can ask more questions than a wise man can answer\"" now you know why all of us are speechless during viva.. gm",0
u are subscribed to the best mobile content service in the uk for å£3 per ten days until you send stop to PHONE. helpline PHONE.,1
on a tuesday night r u 4 real,0
mmm thats better now i got a roast down me! iåõd b better if i had a few drinks down me 2! good indian?,0
lol no ouch but wish i'd stayed out a bit longer,0
leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh,0
we have pizza if u want,0
bring home some wendy =d,0
&lt;#&gt; in mca. but not conform.,0
so wat's da decision?,0
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send collect to PHONE only 150p/msg. cc: PHONE po box 114/14 tcr/w1,1
"happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0
i probably won't eat at all today. i think i'm gonna pop. how was your weekend? did u miss me?,0
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call PHONE identifier code: PHONE expires 29/10/0,1
if u dun drive then how i go 2 sch.,0
your board is working fine. the issue of overheating is also reslove. but still software inst is pending. i will come around 8'o clock.,0
am i that much dirty fellow?,0
"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries",1
i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. that &lt;#&gt; dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. every dime so for me to expect anything from you is not practical. something like that.,0
"send ur birthdate with month and year, i will tel u ur life partner's name. and the method of calculation. reply must.",0
"ah, well that confuses things, doesnt it? i thought was friends with now. maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0
yo come over carlos will be here soon,0
i thank you so much for all you do with selflessness. i love you plenty.,0
si si. i think ill go make those oreo truffles.,0
"sorry man, accidentally left my phone on silent last night and didn't check it til i got up",0
"hello my boytoy ... geeee i miss you already and i just woke up. i wish you were here in bed with me, cuddling me. i love you ...",0
i want snow. it's just freezing and windy.,0
sorry i've not gone to that place. i.ll do so tomorrow. really sorry.,0
send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve PHONE to PHONE yahoo! pobox36504w45wq txtno 4 no ads 150p.,1
yo you guys ever figure out how much we need for alcohol? jay and i are trying to figure out how much we can safely spend on weed,0
oops sorry. just to check that you don't mind picking me up tomo at half eight from station. would that be ok?,0
"u r subscribed 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 PHONE,custcare PHONE",1
"today's offer! claim ur å£150 worth of discount vouchers! text yes to PHONE now! savamob, member offers mobile! t cs PHONE. å£3.00 sub. 16 . unsub reply x",1
watching tv now. i got new job :),0
"it's ok, at least armand's still around",0
i could ask carlos if we could get more if anybody else can chip in,0
i think chennai well settled?,0
"said kiss, kiss, i can't do the sound effects! he is a gorgeous man isn't he! kind of person who needs a smile to brighten his day!",0
